 ,Initials,Slice,BT_x,BT_y,BB_x,BB_y,CB_x,CB_y,LEB_x,LEB_y,LER_x,LER_y,LEF_x,LEF_y,REB_x,REB_y,RER_x,RER_y,REF_x,REF_y
224,JKR,224,-1,-1,-1,-1,613.167,325.167,-1,-1,-1,-1,-1,-1,545.833,351.167,525.5,354.833,566.833,347.167
225,JKR,225,-1,-1,-1,-1,611.5,324.833,-1,-1,-1,-1,-1,-1,546.5,351.5,526.833,355.167,567.5,348.167
226,JKR,226,-1,-1,-1,-1,612.167,325.167,-1,-1,-1,-1,-1,-1,545.5,350.167,526.167,354.5,566.167,347.833
227,JKR,227,-1,-1,-1,-1,611.167,322.833,-1,-1,-1,-1,-1,-1,545.5,349.5,527.167,353.833,564.833,347.5
228,JKR,228,-1,-1,-1,-1,612.5,327.167,-1,-1,-1,-1,-1,-1,546.5,353.167,524.5,356.5,566.167,350.167
229,JKR,229,-1,-1,-1,-1,611.833,326.5,-1,-1,-1,-1,-1,-1,544.833,354.167,525.5,357.167,567.5,350.5
230,JKR,230,-1,-1,-1,-1,611.833,326.167,-1,-1,-1,-1,-1,-1,545.833,354.167,525.5,357.167,564.167,350.167
231,JKR,231,-1,-1,-1,-1,612.167,328.167,-1,-1,-1,-1,-1,-1,542.167,351.167,522.833,354.833,562.5,347.167
232,JKR,232,-1,-1,-1,-1,609.5,325.5,-1,-1,-1,-1,-1,-1,541.5,351.167,522.5,354.167,563.167,347.167
233,JKR,233,-1,-1,-1,-1,608.167,324.833,-1,-1,-1,-1,-1,-1,541.5,350.5,522.167,353.833,563.167,346.5
